"city_source","ADM2_source","ADM1_source","country_source","country_code_source","city_destination","ADM2_destination","ADM1_destination","country_destination","country_code_destination","travel_advisor","travel_advisor_type","travel_restriction_date","travel_restriction_date_end","strict_restrictions","notes","tr_source1","accessed_date1","who_by1","tr_source2","accessed_date2","who_by2"
NA,NA,NA,"China","CN",NA,NA,NA,"Kazakhstan","KZ",NA,NA,2020-02-03,NA,"no non-residents allowed","regular air traffic between the Republic of Kazakhstan and the PRC is suspended","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-02-12,"TCO","https://www.government.kz/en/news/informacionnoe-soobshchenie-dlya-smi",2020-02-26,"CAS"
NA,NA,NA,"France","FR",NA,NA,NA,"Kazakhstan","KZ",NA,NA,2020-03-13,NA,"no non-residents allowed","Nationals of China (People's Rep.), France, Germany, Iran, Italy, Japan, Korea (Rep.) and Spain are not allowed to enter Kazakhstan. Passengers who have been in China (People's Rep.), Chinese Taipei, France, Germany, Hong Kong (SAR China), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China) or Spain in the past 30 days are not allowed to enter Kazakhstan.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Germany","DE",NA,NA,NA,"Kazakhstan","KZ",NA,NA,2020-03-13,NA,"no non-residents allowed","Nationals of China (People's Rep.), France, Germany, Iran, Italy, Japan, Korea (Rep.) and Spain are not allowed to enter Kazakhstan. Passengers who have been in China (People's Rep.), Chinese Taipei, France, Germany, Hong Kong (SAR China), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China) or Spain in the past 30 days are not allowed to enter Kazakhstan.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Hong Kong","HK",NA,NA,NA,"Kazakhstan","KZ",NA,NA,2020-03-13,NA,"no non-residents allowed","Nationals of China (People's Rep.), France, Germany, Iran, Italy, Japan, Korea (Rep.) and Spain are not allowed to enter Kazakhstan. Passengers who have been in China (People's Rep.), Chinese Taipei, France, Germany, Hong Kong (SAR China), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China) or Spain in the past 30 days are not allowed to enter Kazakhstan.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Iran","IR",NA,NA,NA,"Kazakhstan","KZ",NA,NA,2020-03-13,NA,"no non-residents allowed","Nationals of China (People's Rep.), France, Germany, Iran, Italy, Japan, Korea (Rep.) and Spain are not allowed to enter Kazakhstan. Passengers who have been in China (People's Rep.), Chinese Taipei, France, Germany, Hong Kong (SAR China), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China) or Spain in the past 30 days are not allowed to enter Kazakhstan.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Italy","IT",NA,NA,NA,"Kazakhstan","KZ",NA,NA,2020-03-13,NA,"no non-residents allowed","Nationals of China (People's Rep.), France, Germany, Iran, Italy, Japan, Korea (Rep.) and Spain are not allowed to enter Kazakhstan. Passengers who have been in China (People's Rep.), Chinese Taipei, France, Germany, Hong Kong (SAR China), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China) or Spain in the past 30 days are not allowed to enter Kazakhstan.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Japan","JP",NA,NA,NA,"Kazakhstan","KZ",NA,NA,2020-03-13,NA,"no non-residents allowed","Nationals of China (People's Rep.), France, Germany, Iran, Italy, Japan, Korea (Rep.) and Spain are not allowed to enter Kazakhstan. Passengers who have been in China (People's Rep.), Chinese Taipei, France, Germany, Hong Kong (SAR China), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China) or Spain in the past 30 days are not allowed to enter Kazakhstan.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Macao","MO",NA,NA,NA,"Kazakhstan","KZ",NA,NA,2020-03-13,NA,"no non-residents allowed","Nationals of China (People's Rep.), France, Germany, Iran, Italy, Japan, Korea (Rep.) and Spain are not allowed to enter Kazakhstan. Passengers who have been in China (People's Rep.), Chinese Taipei, France, Germany, Hong Kong (SAR China), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China) or Spain in the past 30 days are not allowed to enter Kazakhstan.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"South Korea","KR",NA,NA,NA,"Kazakhstan","KZ",NA,NA,2020-03-13,NA,"no non-residents allowed","Nationals of China (People's Rep.), France, Germany, Iran, Italy, Japan, Korea (Rep.) and Spain are not allowed to enter Kazakhstan. Passengers who have been in China (People's Rep.), Chinese Taipei, France, Germany, Hong Kong (SAR China), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China) or Spain in the past 30 days are not allowed to enter Kazakhstan.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Spain","ES",NA,NA,NA,"Kazakhstan","KZ",NA,NA,2020-03-13,NA,"no non-residents allowed","Nationals of China (People's Rep.), France, Germany, Iran, Italy, Japan, Korea (Rep.) and Spain are not allowed to enter Kazakhstan. Passengers who have been in China (People's Rep.), Chinese Taipei, France, Germany, Hong Kong (SAR China), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China) or Spain in the past 30 days are not allowed to enter Kazakhstan.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"Taiwan","TW",NA,NA,NA,"Kazakhstan","KZ",NA,NA,2020-03-13,NA,"no non-residents allowed","Nationals of China (People's Rep.), France, Germany, Iran, Italy, Japan, Korea (Rep.) and Spain are not allowed to enter Kazakhstan. Passengers who have been in China (People's Rep.), Chinese Taipei, France, Germany, Hong Kong (SAR China), Iran, Italy, Japan, Korea (Rep.), Macao (SAR China) or Spain in the past 30 days are not allowed to enter Kazakhstan.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"ALL",NA,NA,NA,NA,"Kazakhstan","KZ",NA,NA,2020-03-16,NA,"no non-residents allowed","Passengers are not allowed to enter and exit from/to Kazakhstan starting from 08:00 of 16 March 2020, until further notice (official source http://www.mfa.kz/en/).","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-17,"CAS",NA,NA,NA
NA,NA,NA,"ALL",NA,NA,NA,NA,"Kenya","KE",NA,NA,2020-03-10,NA,"medical certificate required","Passengers who have been in China (People's Rep.) or in any other country with confirmed cases of Coronavirus (COVID-19) in the past 14 days must complete a health declaration form and present it at the Government port health officials upon arrival.","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"ALL",NA,NA,NA,NA,"Kenya","KE",NA,NA,2020-03-23,NA,"flights suspended","International flights suspended","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-28,"TCO",NA,NA,NA
NA,NA,NA,"China","CN",NA,NA,NA,"Kenya","KE",NA,NA,2020-01-31,2020-03-29,"flights suspended","KQ887 Guangzhou to Bangkok and Nairobi suspended","https://www.kenya-airways.com/position-statement-corona-virus/en/",2020-02-26,"CAS",NA,NA,NA
NA,NA,NA,"Australia","AU",NA,NA,NA,"Kiribati","KI",NA,NA,2020-03-04,NA,"no non-residents allowed","Passengers who have been in Australia, China (People's Rep.), Egypt, France, Germany, Italy, Japan, Korea (Rep.), Malaysia, Singapore, Spain, Thailand, USA, United Arab Emirates, United Kingdom or Viet Nam are not allowed to enter Kiribati. They must have stayed in a country with no confirmed cases of Coronavirus (COVID-19) for a period of minimum 14 days before entering Kiribati. They must provide a medical clearance to confirm that they are free from the Coronavirus (COVID-19).","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-03-16,"CAS",NA,NA,NA
NA,NA,NA,"China","CN",NA,NA,NA,"Kiribati","KI","Ministry of Health and Medical Services","Government",2020-02-10,NA,"no non-residents allowed","all travelers from areas and territories in countries with ongoing local transmission of novel coronavirus must spend at least 14 days in a country free of the 2019-nCoV. In the event that travelers arrive earlier than the required 14 day period, health quarantine measures may be applied and deportation to the country of travel origin would be considered depending on the health status of the individual","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-02-12,"TCO","https://www.facebook.com/info.mhms.gov.ki/photos/a.521453915332337/648290365982024/?type=3&theater",2020-02-27,"CAS"
NA,NA,NA,"Egypt","EG",NA,NA,NA,"Kiribati","KI","Ministry of Health and Medical Services","Government",2020-02-18,NA,"no non-residents allowed","all travelers from areas and territories in countries with ongoing local transmission of novel coronavirus must spend at least 14 days in a country free of the 2019-nCoV. In the event that travelers arrive earlier than the required 14 day period, health quarantine measures may be applied and deportation to the country of travel origin would be considered depending on the health status of the individual","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-02-12,"TCO","https://www.facebook.com/info.mhms.gov.ki/photos/a.521453915332337/654559665355094/?type=3&theater",2020-02-27,"CAS"
NA,NA,NA,"France","FR",NA,NA,NA,"Kiribati","KI","Ministry of Health and Medical Services","Government",2020-02-18,NA,"no non-residents allowed","all travelers from areas and territories in countries with ongoing local transmission of novel coronavirus must spend at least 14 days in a country free of the 2019-nCoV. In the event that travelers arrive earlier than the required 14 day period, health quarantine measures may be applied and deportation to the country of travel origin would be considered depending on the health status of the individual","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-02-12,"TCO","https://www.facebook.com/info.mhms.gov.ki/photos/a.521453915332337/654559665355094/?type=3&theater",2020-02-27,"CAS"
NA,NA,NA,"Germany","DE",NA,NA,NA,"Kiribati","KI","Ministry of Health and Medical Services","Government",2020-02-18,NA,"no non-residents allowed","all travelers from areas and territories in countries with ongoing local transmission of novel coronavirus must spend at least 14 days in a country free of the 2019-nCoV. In the event that travelers arrive earlier than the required 14 day period, health quarantine measures may be applied and deportation to the country of travel origin would be considered depending on the health status of the individual","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-02-12,"TCO","https://www.facebook.com/info.mhms.gov.ki/photos/a.521453915332337/654559665355094/?type=3&theater",2020-02-27,"CAS"
NA,NA,NA,"Italy","IT",NA,NA,NA,"Kiribati","KI","Ministry of Health and Medical Services","Government",2020-02-24,NA,"no non-residents allowed","all travelers from areas and territories in countries with ongoing local transmission of novel coronavirus must spend at least 14 days in a country free of the 2019-nCoV. In the event that travelers arrive earlier than the required 14 day period, health quarantine measures may be applied and deportation to the country of travel origin would be considered depending on the health status of the individual","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-02-12,"TCO","https://www.facebook.com/info.mhms.gov.ki/photos/a.521453915332337/658099365001124/?type=3&theater",2020-02-27,"CAS"
NA,NA,NA,"Japan","JP",NA,NA,NA,"Kiribati","KI","Ministry of Health and Medical Services","Government",2020-02-10,NA,"no non-residents allowed","all travelers from areas and territories in countries with ongoing local transmission of novel coronavirus must spend at least 14 days in a country free of the 2019-nCoV. In the event that travelers arrive earlier than the required 14 day period, health quarantine measures may be applied and deportation to the country of travel origin would be considered depending on the health status of the individual","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-02-12,"TCO","https://www.facebook.com/info.mhms.gov.ki/photos/a.521453915332337/648290365982024/?type=3&theater",2020-02-27,"CAS"
NA,NA,NA,"Malaysia","MY",NA,NA,NA,"Kiribati","KI","Ministry of Health and Medical Services","Government",2020-02-10,NA,"no non-residents allowed","all travelers from areas and territories in countries with ongoing local transmission of novel coronavirus must spend at least 14 days in a country free of the 2019-nCoV. In the event that travelers arrive earlier than the required 14 day period, health quarantine measures may be applied and deportation to the country of travel origin would be considered depending on the health status of the individual","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-02-12,"TCO","https://www.facebook.com/info.mhms.gov.ki/photos/a.521453915332337/648290365982024/?type=3&theater",2020-02-27,"CAS"
NA,NA,NA,"Singapore","SG",NA,NA,NA,"Kiribati","KI","Ministry of Health and Medical Services","Government",2020-02-10,NA,"no non-residents allowed","all travelers from areas and territories in countries with ongoing local transmission of novel coronavirus must spend at least 14 days in a country free of the 2019-nCoV. In the event that travelers arrive earlier than the required 14 day period, health quarantine measures may be applied and deportation to the country of travel origin would be considered depending on the health status of the individual","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-02-12,"TCO","https://www.facebook.com/info.mhms.gov.ki/photos/a.521453915332337/648290365982024/?type=3&theater",2020-02-27,"CAS"
NA,NA,NA,"South Korea","KR",NA,NA,NA,"Kiribati","KI","Ministry of Health and Medical Services","Government",2020-02-10,NA,"no non-residents allowed","all travelers from areas and territories in countries with ongoing local transmission of novel coronavirus must spend at least 14 days in a country free of the 2019-nCoV. In the event that travelers arrive earlier than the required 14 day period, health quarantine measures may be applied and deportation to the country of travel origin would be considered depending on the health status of the individual","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-02-12,"TCO","https://www.facebook.com/info.mhms.gov.ki/photos/a.521453915332337/648290365982024/?type=3&theater",2020-02-27,"CAS"
NA,NA,NA,"Spain","ES",NA,NA,NA,"Kiribati","KI","Ministry of Health and Medical Services","Government",2020-02-18,NA,"no non-residents allowed","all travelers from areas and territories in countries with ongoing local transmission of novel coronavirus must spend at least 14 days in a country free of the 2019-nCoV. In the event that travelers arrive earlier than the required 14 day period, health quarantine measures may be applied and deportation to the country of travel origin would be considered depending on the health status of the individual","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-02-12,"TCO","https://www.facebook.com/info.mhms.gov.ki/photos/a.521453915332337/654559665355094/?type=3&theater",2020-02-27,"CAS"
NA,NA,NA,"Thailand","TH",NA,NA,NA,"Kiribati","KI","Ministry of Health and Medical Services","Government",2020-02-10,NA,"no non-residents allowed","all travelers from areas and territories in countries with ongoing local transmission of novel coronavirus must spend at least 14 days in a country free of the 2019-nCoV. In the event that travelers arrive earlier than the required 14 day period, health quarantine measures may be applied and deportation to the country of travel origin would be considered depending on the health status of the individual","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-02-12,"TCO","https://www.facebook.com/info.mhms.gov.ki/photos/a.521453915332337/648290365982024/?type=3&theater",2020-02-27,"CAS"
NA,NA,NA,"United Arab Emirates","AE",NA,NA,NA,"Kiribati","KI","Ministry of Health and Medical Services","Government",2020-02-18,NA,"no non-residents allowed","all travelers from areas and territories in countries with ongoing local transmission of novel coronavirus must spend at least 14 days in a country free of the 2019-nCoV. In the event that travelers arrive earlier than the required 14 day period, health quarantine measures may be applied and deportation to the country of travel origin would be considered depending on the health status of the individual","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-02-12,"TCO","https://www.facebook.com/info.mhms.gov.ki/photos/a.521453915332337/654559665355094/?type=3&theater",2020-02-27,"CAS"
NA,NA,NA,"United Kingdom","GB",NA,NA,NA,"Kiribati","KI","Ministry of Health and Medical Services","Government",2020-02-18,NA,"no non-residents allowed","all travelers from areas and territories in countries with ongoing local transmission of novel coronavirus must spend at least 14 days in a country free of the 2019-nCoV. In the event that travelers arrive earlier than the required 14 day period, health quarantine measures may be applied and deportation to the country of travel origin would be considered depending on the health status of the individual","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-02-12,"TCO","https://www.facebook.com/info.mhms.gov.ki/photos/a.521453915332337/654559665355094/?type=3&theater",2020-02-27,"CAS"
NA,NA,NA,"United States","US",NA,NA,NA,"Kiribati","KI","Ministry of Health and Medical Services","Government",2020-02-10,NA,"no non-residents allowed","all travelers from areas and territories in countries with ongoing local transmission of novel coronavirus must spend at least 14 days in a country free of the 2019-nCoV. In the event that travelers arrive earlier than the required 14 day period, health quarantine measures may be applied and deportation to the country of travel origin would be considered depending on the health status of the individual","https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",2020-02-12,"TCO","https://www.facebook.com/info.mhms.gov.ki/photos/a.521453915332337/648290365982024/?type=3&theater",2020-02-27,"CAS"
