"Date","AK","AZ","CA","CO","HI","ID","MT","NM","NV","OR","UT","WA","WY","IA","IL","IN","KS","MI","MN","MO","ND","NE","OH","OK","SD","WI","AL","AR","FL","GA","KY","LA","MS","NC","SC","TN","TX","VA","WV","CT","DC","DE","MA","MD","ME","NH","NJ","NY","PA","RI","VT","GU","MP","PR","VI","deaths_New","deaths_Cml","time_last_update"
2020-09-08,NA,2,32,NA,2,4,1,NA,NA,4,1,NA,NA,8,7,12,NA,1,2,2,NA,2,22,1,NA,NA,1,9,44,26,1,13,NA,12,5,27,61,2,3,6,NA,NA,8,3,NA,NA,5,6,11,4,NA,1,NA,2,1,354,177962,NA
2020-09-09,NA,30,83,4,3,17,3,6,19,8,3,25,NA,15,28,17,10,13,7,12,1,15,26,9,NA,15,8,11,200,58,16,15,38,49,28,35,139,11,4,NA,4,NA,4,9,NA,NA,7,3,14,3,NA,1,NA,18,NA,1044,179006,NA
2020-09-10,NA,22,137,2,3,1,1,3,17,3,3,7,NA,16,28,13,NA,17,15,18,3,9,30,13,4,10,15,12,211,76,22,21,33,32,23,57,161,11,3,4,1,4,20,7,NA,1,5,7,15,5,NA,1,NA,12,NA,1134,180140,NA
2020-09-11,1,15,111,6,2,5,8,2,10,2,1,6,NA,4,31,10,16,9,13,10,4,4,49,12,NA,4,28,13,176,42,9,41,14,33,54,37,144,3,6,2,NA,NA,14,6,NA,NA,9,5,17,4,NA,2,NA,10,NA,1004,181144,NA
2020-09-12,1,27,162,3,1,3,2,3,10,6,2,NA,NA,6,22,17,NA,13,9,3,3,NA,8,11,6,12,13,16,98,41,13,NA,15,24,14,39,146,11,2,NA,NA,NA,16,8,1,1,4,2,NA,NA,NA,2,NA,11,1,808,181952,NA
2020-09-13,NA,7,78,NA,2,NA,2,2,3,4,NA,NA,NA,1,14,1,NA,NA,13,1,1,NA,4,6,1,1,1,12,8,46,3,33,12,5,24,14,47,2,1,NA,NA,2,14,2,1,1,4,6,NA,NA,NA,1,NA,3,NA,383,182335,NA
2020-09-14,NA,NA,56,2,NA,4,3,NA,4,2,3,15,4,5,5,1,23,10,3,9,2,NA,4,NA,NA,NA,3,11,34,20,5,17,9,8,7,19,21,16,9,5,NA,2,9,1,NA,NA,3,4,32,4,NA,NA,NA,3,NA,397,182732,NA
2020-09-15,NA,22,66,6,1,4,2,7,26,8,NA,9,NA,11,18,20,NA,11,5,18,2,1,87,7,NA,10,32,18,145,45,9,26,28,51,21,30,132,84,5,NA,NA,1,6,10,1,2,9,11,6,3,NA,2,NA,9,NA,1027,183759,NA
2020-09-16,NA,27,164,6,3,6,1,2,12,2,1,5,NA,1,35,12,52,11,6,7,5,1,49,12,8,8,4,NA,152,21,8,18,22,38,25,24,135,20,10,2,1,1,20,6,1,NA,9,5,28,3,NA,NA,NA,18,NA,1007,184766,NA
2020-09-17,NA,38,106,4,4,5,2,4,12,NA,NA,11,3,15,25,6,NA,9,9,18,5,3,25,6,1,3,7,8,147,55,11,17,24,31,24,13,112,23,4,1,2,NA,15,5,NA,NA,3,3,10,4,NA,2,NA,17,NA,852,185618,NA
2020-09-18,1,42,91,3,13,4,3,5,18,NA,NA,6,NA,9,19,17,10,6,8,23,2,3,28,9,5,7,20,7,139,63,8,29,12,27,18,32,123,21,3,4,NA,NA,8,7,NA,NA,4,10,21,3,NA,1,NA,10,NA,902,186520,NA
2020-09-19,NA,16,100,4,NA,3,10,6,4,4,3,NA,NA,5,25,8,NA,15,13,13,8,NA,4,4,2,3,6,8,62,62,7,NA,17,28,7,20,135,32,11,NA,NA,1,26,8,1,NA,3,2,22,NA,NA,3,NA,5,NA,716,187236,NA
2020-09-20,NA,9,75,1,NA,2,1,2,3,1,NA,NA,NA,1,14,3,NA,NA,2,2,NA,NA,3,3,2,1,NA,NA,9,3,3,26,1,8,11,2,45,24,2,NA,1,NA,15,3,NA,NA,3,2,25,NA,NA,NA,NA,3,NA,311,187547,NA
2020-09-21,NA,2,31,4,NA,4,3,2,NA,3,1,18,NA,6,7,6,4,12,4,12,1,10,8,2,NA,2,2,15,21,2,1,9,NA,4,12,15,24,5,2,3,1,2,7,4,1,NA,2,1,23,9,NA,1,NA,1,NA,309,187856,NA
2020-09-22,NA,20,53,7,NA,4,3,3,15,3,2,15,NA,14,29,8,NA,15,10,57,3,9,12,14,NA,7,12,12,99,73,7,11,36,39,27,28,77,37,5,1,NA,1,11,9,NA,NA,7,4,19,2,NA,2,NA,4,NA,826,188682,NA
2020-09-23,NA,27,133,5,2,3,2,3,10,6,1,11,1,9,22,10,21,12,6,83,7,1,52,8,NA,8,31,20,202,96,5,7,24,30,18,14,135,29,2,1,NA,1,17,8,NA,NA,6,5,39,3,NA,NA,NA,4,NA,1140,189822,NA
2020-09-24,1,34,110,3,2,3,NA,2,8,1,NA,1,NA,7,30,17,NA,8,3,5,8,NA,28,11,8,6,14,17,177,49,13,16,4,40,12,35,138,25,6,2,NA,1,15,9,NA,NA,9,2,17,4,NA,1,NA,9,NA,909,190731,NA
2020-09-25,5,28,84,4,3,1,5,6,9,3,4,20,NA,5,25,18,11,8,6,42,8,6,19,12,6,9,8,19,120,52,12,21,20,53,17,42,97,23,5,2,2,1,10,7,NA,NA,6,7,2,1,NA,1,NA,8,NA,883,191614,NA
2020-09-26,1,35,134,3,4,2,1,5,9,4,NA,NA,NA,5,25,11,NA,15,10,69,8,1,6,11,2,7,7,21,107,40,4,NA,17,31,27,22,121,7,2,NA,1,2,18,8,NA,1,6,4,22,NA,NA,3,NA,7,NA,846,192460,NA
2020-09-27,4,NA,55,1,1,NA,2,NA,3,1,5,NA,NA,3,13,3,NA,NA,4,NA,4,1,1,2,NA,NA,NA,23,10,32,3,21,8,1,3,3,37,14,2,NA,NA,NA,13,10,NA,NA,6,6,3,NA,NA,1,NA,2,NA,301,192761,NA
2020-09-28,NA,1,21,3,NA,NA,1,3,NA,NA,NA,NA,NA,6,13,11,5,8,7,11,3,2,5,1,NA,2,NA,23,5,15,4,15,2,4,10,12,11,11,3,2,NA,1,11,3,NA,NA,2,12,1,3,NA,3,NA,4,1,257,193018,NA
2020-09-29,NA,9,32,2,2,4,3,2,8,8,4,24,NA,5,23,20,NA,20,5,12,5,6,37,11,5,17,14,21,106,33,8,10,36,49,19,31,71,14,8,2,2,1,8,9,1,NA,10,2,16,3,NA,1,NA,6,NA,745,193763,NA
2020-09-30,NA,18,152,5,2,5,3,2,7,4,2,2,NA,19,35,20,41,11,16,32,8,NA,21,13,NA,27,21,19,174,27,4,13,12,38,13,34,107,19,5,3,1,1,32,3,NA,NA,9,9,19,1,NA,2,NA,6,NA,1017,194780,NA
2020-10-01,1,24,96,3,3,3,1,5,3,1,NA,6,3,16,24,13,NA,19,13,10,9,15,13,4,13,21,6,15,127,42,17,8,10,47,17,47,112,20,4,3,1,NA,23,NA,1,2,5,11,18,3,NA,NA,NA,3,NA,861,195641,NA
2020-10-02,NA,19,98,3,3,2,5,5,6,3,15,11,NA,10,47,11,20,7,10,16,8,NA,88,9,1,5,4,7,110,43,5,26,20,29,8,14,72,22,1,2,1,3,10,1,NA,1,4,7,19,1,NA,NA,NA,8,NA,820,196461,NA
2020-10-03,1,12,88,3,11,6,NA,3,11,8,2,1,NA,7,31,13,NA,13,14,25,7,4,20,7,11,19,7,15,74,28,8,NA,12,21,32,45,97,20,2,NA,NA,3,17,7,NA,NA,4,8,20,NA,NA,2,NA,8,NA,745,197206,NA
2020-10-04,NA,1,46,8,6,2,1,2,3,1,2,NA,NA,5,17,5,NA,NA,7,4,3,4,NA,1,NA,5,NA,18,43,28,4,32,2,5,12,17,33,3,1,NA,2,NA,3,1,NA,1,1,14,17,NA,NA,1,NA,2,NA,363,197569,NA
2020-10-05,NA,1,29,1,2,5,3,2,NA,NA,4,16,NA,7,14,7,8,15,3,1,3,2,6,3,NA,4,1,21,41,30,5,9,NA,3,3,20,8,3,3,4,NA,NA,20,3,NA,1,2,8,11,3,NA,2,NA,8,NA,341,197910,NA
2020-10-06,NA,6,28,12,3,5,2,NA,6,9,6,7,NA,11,31,30,NA,22,4,26,3,4,16,11,NA,18,19,NA,55,37,4,6,14,33,17,24,78,14,3,4,NA,1,8,6,NA,2,9,9,17,4,NA,1,NA,1,NA,626,198536,NA
2020-10-07,1,20,51,4,3,8,1,2,7,2,8,12,NA,14,42,16,17,9,14,36,24,NA,23,9,10,16,18,38,137,30,5,9,24,23,25,21,119,11,5,1,1,3,19,6,NA,2,4,9,28,1,NA,2,NA,9,NA,899,199435,NA
