"Date","AK","AZ","CA","CO","HI","ID","MT","NM","NV","OR","UT","WA","WY","IA","IL","IN","KS","MI","MN","MO","ND","NE","OH","OK","SD","WI","AL","AR","FL","GA","KY","LA","MS","NC","SC","TN","TX","VA","WV","CT","DC","DE","MA","MD","ME","NH","NJ","NY","PA","RI","VT","GU","MP","PR","VI","Conf_New","Conf_Cml","deaths_New","deaths_Cml","Rec_New","Rec_Cml","Active","time_last_update"
2020-10-30,381,1565,4014,2412,92,1064,1063,1005,1232,596,2292,1016,431,2573,6943,3163,3136,3168,3073,2507,1353,1495,3918,1302,1389,5096,1183,1162,1085,1377,1559,433,749,2390,713,2608,6631,1167,445,761,70,198,1488,927,80,116,1976,2255,2333,562,14,79,NA,574,9,89223,8823999,914,217000,41167,6024512,2582487,NA
2020-10-31,437,1901,5087,2924,68,798,885,581,977,532,1724,928,256,2939,7899,3465,NA,3792,2969,2986,1433,1087,2574,1267,1320,5278,1575,1316,6838,2565,1550,NA,824,2468,828,1184,7145,1152,387,NA,122,200,1292,967,78,200,1363,2049,2219,NA,24,53,NA,285,16,90807,8914806,905,217905,37926,6062438,2634463,NA
2020-11-01,348,1527,4529,2560,83,480,694,742,716,508,1854,814,362,2607,6980,2750,NA,NA,2173,2349,1127,934,3193,1349,1221,3493,944,867,4865,1192,1281,1071,340,1994,1343,754,4259,972,344,NA,103,175,1139,864,37,130,1743,2255,1728,NA,17,9,4,403,NA,72226,8987032,414,218319,41167,6103605,2665108,NA
2020-11-02,350,666,4094,2237,77,757,757,872,635,549,1196,1039,421,1760,6222,3077,4046,6709,2930,2651,972,954,2725,1084,495,3433,745,584,4651,939,885,275,365,1280,820,3161,4402,837,300,2651,69,185,725,850,95,106,1368,1633,1873,1246,23,3,NA,864,7,81650,9068682,460,218779,67797,6171402,2678501,NA
2020-11-03,388,1679,4044,2562,87,1179,907,1136,911,482,1669,657,340,1365,6516,2881,NA,3106,3379,2238,1172,1440,4076,1331,926,5771,643,878,4637,1668,1179,1153,644,2162,814,1770,7516,1065,227,985,86,115,923,771,99,128,1828,2321,2599,423,18,119,NA,345,3,85361,9154043,1090,219869,64768,6236170,2698004,NA
2020-11-04,404,815,5338,2928,155,1290,796,1011,1068,589,2110,1469,276,2966,7538,3698,2988,4101,3757,2599,1114,1828,3769,1246,795,5935,1488,1293,4423,1863,1284,375,766,2062,780,3445,9627,849,304,530,77,108,1629,1000,103,115,2432,2126,2437,579,30,91,NA,57,NA,100456,9254499,1075,220944,55849,6292019,2741536,NA
2020-11-05,308,2135,4566,3369,99,1265,1013,859,1267,790,2807,1070,279,4668,9935,4412,NA,5710,3859,3553,1536,2124,4762,2101,1180,5922,1151,1548,6257,1916,1733,681,1612,2498,574,1969,8594,992,449,1687,81,219,1761,1198,176,245,1962,2997,2548,628,36,101,NA,294,2,113498,9367997,1132,222076,48453,6340472,2805449,NA
2020-11-06,525,1996,6518,3463,119,1330,979,1284,1562,769,2987,1691,917,3602,18049,4647,5418,3763,5301,3931,1765,2681,4915,1878,1415,6141,1180,1870,5245,1738,1714,870,967,2617,970,1373,7545,1227,473,1065,110,282,2038,1541,148,204,2611,3209,2910,630,23,73,2,803,NA,131084,9499081,1160,223236,50736,6391208,2884637,NA
2020-11-07,601,2620,5863,3498,128,1403,1001,1277,1824,979,2956,1770,174,4700,12438,4899,NA,6225,4447,4559,1602,1702,5375,4507,1095,7065,1327,1598,4452,1719,1677,NA,1031,2410,1676,5071,8010,1542,506,NA,99,223,2200,1410,197,229,2752,3587,3479,NA,21,36,NA,586,NA,128546,9627627,1045,224281,50536,6441744,2961602,NA
2020-11-08,518,1880,7682,3017,128,649,731,1210,1276,861,2386,1320,646,3390,10009,4652,NA,NA,5848,4131,1101,1574,4358,NA,1260,4280,1101,1038,6820,1253,976,1266,804,2013,868,3636,5685,1032,537,NA,110,345,1809,1081,81,247,2013,3428,2705,NA,45,120,NA,509,15,102444,9730071,471,224752,41676,6483420,3021899,NA
2020-11-09,471,435,7212,3553,63,1266,374,1408,960,707,2247,1239,620,5060,10573,4135,5920,9010,3759,3244,1153,1582,4566,2197,883,4360,980,945,3924,1103,1582,391,516,1466,643,5919,6785,1021,295,3338,86,305,1184,1375,188,211,2058,3144,2995,1629,23,240,2,475,5,119825,9849896,600,225352,69190,6552610,3071934,NA
2020-11-10,525,3434,5367,3890,78,1201,1098,1258,1322,754,2517,1441,1131,3916,12623,4829,NA,6473,4830,4256,884,2182,6165,1702,1017,7073,1133,1424,4353,1873,1476,1330,933,2216,1142,1979,11211,1192,301,1524,86,204,2047,1338,142,220,3777,3965,3713,789,47,181,NA,207,3,128772,9978668,1366,226718,48721,6601331,3150619,NA
2020-11-11,495,2030,7464,3975,117,1693,919,1487,1107,861,2335,NA,76,5037,12657,5036,5672,6008,4796,4071,1031,2209,5250,2177,1202,7048,1368,1962,5838,1640,2058,NA,1256,2629,1009,3632,11150,1254,640,1754,206,230,2495,1714,127,229,3065,4820,4132,978,73,101,NA,118,NA,139231,10117899,1462,228180,47348,6648679,3241040,NA
2020-11-12,481,1399,6927,5197,97,1158,961,1742,1469,1109,3919,3345,924,4422,12702,6591,NA,6940,6847,4603,1800,2611,6989,2357,1733,7497,1658,1809,5607,2496,1838,2207,1271,2680,1308,3344,8461,937,536,1158,128,204,2482,1477,217,322,3491,4797,4843,988,116,95,NA,1169,13,149472,10267371,1115,229295,79441,6728120,3309956,NA
2020-11-13,587,3015,6893,6439,110,1519,1213,1230,1857,1058,2150,2142,801,5401,15415,5600,6282,8516,5331,4005,1429,2369,7839,2667,1482,7777,2262,2312,6933,2315,2492,2796,1305,1598,1411,3733,11142,853,589,2746,159,470,2674,1869,231,459,3397,5401,5031,765,92,74,NA,606,8,166850,10434221,1227,230522,61026,6789146,3414553,NA
2020-11-14,739,3476,9875,5196,107,1519,1642,1171,2269,1081,5352,2233,483,4670,11028,8322,NA,7072,8494,6346,2270,1912,7552,2847,1680,5146,1620,1848,4544,2492,2677,NA,1370,3526,1700,4662,9177,1008,928,NA,148,379,2841,2321,134,382,4353,5388,5004,NA,100,41,NA,600,NA,159725,10593946,1281,231803,101885,6891031,3471112,NA
2020-11-15,648,2383,10968,4183,NA,928,1272,1024,1177,862,2667,2309,572,3811,10631,6710,NA,NA,7378,3729,924,1327,7660,3923,1100,6058,1596,874,10105,1952,1130,2239,969,2856,1417,5817,6561,970,696,NA,163,408,2076,1840,124,360,4538,3649,4821,NA,46,156,NA,624,NA,138231,10732177,661,232464,46205,6937236,3562477,NA
2020-11-16,578,1476,9890,4296,94,1099,869,1253,1914,766,1971,1492,587,1935,11632,5147,7234,12763,7198,3718,1089,3440,7043,2729,821,4389,1154,1308,4663,981,1230,543,589,1877,1030,7951,7168,2071,684,4639,87,397,1967,1726,174,358,2219,3490,4152,2394,119,54,2,481,16,148947,10881124,656,233120,82068,7019304,3628700,NA
2020-11-17,634,2984,8743,4331,52,1781,1371,2105,1697,924,3178,2589,1162,4344,12601,5463,NA,7458,5755,5717,1082,2204,6794,1551,970,7090,1229,1554,7459,3536,2283,2192,905,2937,1138,1841,11624,1762,674,1702,245,352,2263,2149,231,274,4026,5088,5171,605,96,59,1,511,13,154500,11035624,1510,234630,68492,7087796,3713198,NA
2020-11-18,545,3206,9811,4650,69,1310,1184,2892,1665,1099,3071,1303,703,4120,8922,6015,5853,5772,4733,4587,1263,2812,6129,3017,1091,7989,1749,1715,7925,2514,2105,1323,1593,2786,1246,4472,8870,1566,763,2042,156,203,2744,2018,148,446,4043,5294,5674,1383,57,112,NA,241,6,157005,11192629,1756,236386,79200,7166996,3789247,NA
2020-11-19,490,4123,11478,6107,107,1543,1236,3665,2416,1204,3968,1987,739,4134,14612,7281,NA,7592,7581,4349,1382,2663,7587,2915,917,6635,1838,2238,9085,2661,3019,1761,1395,3764,1477,2887,12500,1303,933,2353,213,398,2532,2910,173,528,4182,5310,6345,1040,149,70,NA,372,13,178160,11370789,1956,238342,76492,7243488,3888959,NA
2020-11-20,460,4471,13005,5765,95,1786,1475,2982,1839,1302,4588,2132,858,4263,13012,6808,5939,9779,6489,4614,1404,2381,8048,2921,1205,6473,1947,2061,9085,2766,3144,4296,1638,3224,1770,3444,11815,1815,914,2088,130,663,2288,2353,201,520,3626,5468,6132,1050,149,36,NA,874,9,187600,11558389,1809,240151,72835,7316323,4001915,NA
2020-11-21,675,3638,15442,6113,162,1070,1249,2342,2019,1493,3395,1717,220,3758,11891,6872,NA,7528,5858,4876,1524,1368,7460,3663,1011,6224,1687,1905,8409,3028,3118,NA,1972,2843,1624,4355,12826,1783,923,NA,153,505,2991,2885,142,484,4669,5973,6023,NA,87,24,NA,991,13,170981,11729370,1406,241557,87524,7403847,4083966,NA
2020-11-22,543,4331,14319,3921,122,819,1038,2456,2155,1502,3197,NA,742,2819,10012,6174,NA,NA,6923,4215,1143,1032,7409,3406,733,3507,1490,1352,6587,1976,1956,3085,779,4148,1142,4589,8751,1745,701,NA,190,487,2721,2168,219,317,3968,5391,6460,NA,83,73,NA,967,NA,143863,11873233,883,242440,48693,7452540,4178253,NA
2020-11-23,498,2659,8337,3689,113,1437,801,2252,2339,1163,2244,6277,1251,2625,8322,5556,7526,11511,6060,3370,714,1860,11034,3544,769,3095,1302,1017,6331,1809,1900,970,699,2227,1115,4074,6704,2643,486,5271,139,403,1785,1658,177,444,3581,5906,4429,2572,85,53,1,688,3,157518,12030751,915,243355,96400,7548940,4238456,NA
2020-11-24,584,4544,15329,4150,60,1640,1123,2099,2853,1000,2701,3482,415,2941,9469,5625,NA,6290,6097,3764,1004,1761,7250,2736,955,6202,1961,2122,8555,2424,1940,2120,665,2761,1428,1304,14392,2142,747,540,119,453,2225,1667,227,340,4275,4881,5701,851,48,53,NA,293,14,158322,12189073,2019,245374,87744,7636684,4305256,NA
2020-11-25,670,3982,18350,4191,108,1773,1061,1855,3159,1170,1781,2887,702,3549,11378,5983,5738,4273,6177,4131,1077,2394,10319,3732,998,5469,1778,1965,8376,2358,2648,1023,1092,3628,1322,2118,15609,2142,779,1872,107,331,3224,2697,218,394,4042,6265,5993,893,65,50,NA,129,15,178040,12367113,2165,247539,168596,7805280,4314279,NA
2020-11-26,553,3476,14640,6053,117,NA,1117,1694,2542,1503,NA,NA,NA,3190,12022,6373,NA,NA,NA,4471,964,2876,NA,NA,NA,5095,2129,2348,NA,2907,NA,NA,1746,NA,NA,4404,12636,1980,843,NA,220,584,NA,2319,189,NA,4473,6933,7338,NA,NA,43,NA,509,2,118289,12485402,1257,248796,41592,7846872,4389717,NA
2020-11-27,662,4312,12635,4270,90,1997,114,2056,1536,826,6142,4261,920,1025,7574,5643,5224,17162,5533,3273,790,1114,16459,3225,1926,1300,718,1052,17344,2394,4867,4559,1005,6811,1886,4340,3429,1226,682,3429,201,591,4464,2378,NA,537,4095,8176,6840,1637,178,20,NA,1372,NA,194300,12679702,1316,250112,98710,7945582,4483991,NA
2020-11-28,650,4136,11996,4330,76,1160,1049,2130,2912,1674,2043,2467,141,2427,7873,4471,NA,8080,8564,2204,703,1257,6462,6257,721,5033,1637,1349,6277,2633,2095,NA,1553,3311,1816,6750,4024,2537,685,NA,371,500,2914,1590,20,689,3802,6063,7502,NA,28,14,NA,855,NA,147831,12827533,1156,251268,95657,8041239,4535026,NA
2020-11-29,612,3221,15614,3489,56,824,956,1435,1298,1614,1722,2066,514,1713,7178,4304,NA,NA,8675,3193,723,1143,7585,1721,701,3831,1833,1221,7363,1665,2344,1513,1845,3438,1068,3052,6204,1614,695,NA,140,581,2501,1999,190,478,3839,6723,5178,NA,67,36,NA,116,6,129897,12957430,817,252085,65964,8107203,4598142,NA
2020-11-30,507,822,14034,4133,85,1214,397,1678,1642,1311,1897,2319,801,1487,6190,5665,4425,10428,5490,3829,594,1941,6242,2200,455,2534,2080,1112,6659,1532,1731,112,1485,2579,1237,7975,10838,1471,638,4714,104,403,1166,1923,172,514,3190,6819,3992,2769,72,34,2,791,6,148440,13105870,1107,253192,115676,8222879,4629799,NA
2020-12-01,511,10322,12221,4405,43,1607,1007,2324,2698,1223,2510,2197,336,1910,12542,5396,NA,5793,3295,2929,403,1787,8409,1737,418,4078,2014,1950,8847,2796,3102,3989,1141,2388,1345,5693,16139,1662,714,1459,133,689,2845,2765,188,772,4606,7285,4737,1183,67,37,NA,659,13,169319,13275189,2388,255580,110139,8333018,4686591,NA
2020-12-02,697,3840,20759,3862,76,1429,1135,1544,2129,1506,4004,3126,577,3417,9757,6597,4615,6955,4913,2679,480,2336,7435,2859,1047,3777,3135,2212,9994,4051,2734,3370,2457,3374,1649,4099,16424,1470,708,2672,157,355,4613,2220,195,566,4296,8973,7395,1099,222,31,NA,362,26,190410,13465599,2662,258242,129329,8462347,4745010,NA
2020-12-03,760,5442,18591,6037,142,1721,782,1899,2536,1133,3945,2095,552,2639,10959,8460,NA,7146,5763,3998,970,2180,8633,1707,823,4618,2766,2789,10870,4373,3059,2249,2168,4686,1782,3967,14439,1382,828,4751,322,758,6477,2044,281,593,4793,9855,10582,1717,181,22,NA,340,NA,201605,13667204,2647,260889,99080,8561427,4844888,NA
2020-12-04,750,5680,22018,5013,104,1911,1314,2073,2902,2144,3005,1853,529,2292,10526,7899,6234,8689,5075,4053,844,1615,9476,4827,892,4847,3131,2827,10177,4947,2847,2450,2480,4501,2560,4356,13699,1820,961,1538,316,942,5192,3792,239,765,5663,11271,10886,1415,121,17,NA,435,44,215957,13883161,2436,263325,97455,8658882,4960954,NA
2020-12-05,922,6799,25068,5125,133,1339,1060,1921,3194,1806,3674,1503,203,2506,9887,7690,NA,6004,5914,5001,555,2243,10135,4370,759,4831,2735,2245,10431,3717,3296,NA,1942,5231,2800,4914,11938,2922,1195,NA,392,698,5356,3193,250,448,5324,10761,10682,NA,131,18,NA,849,16,204126,14087287,2275,265600,128856,8787738,5033949,NA
2020-12-06,757,5376,30075,3234,104,805,379,1232,2511,1253,2563,1654,311,1766,7598,6598,NA,NA,5350,3876,477,1266,7508,3241,623,2791,2111,1542,8436,1805,2231,3390,1473,5840,2583,3072,8573,2869,1073,NA,264,816,4747,2643,161,633,6030,9702,8243,NA,121,27,NA,1113,NA,170846,14258133,1080,266680,67855,8855593,5135860,NA
2020-12-07,476,1567,24735,4037,81,1383,716,1859,2448,1292,2231,6957,635,1235,8691,5661,5730,9350,5131,2658,361,1293,9026,1903,459,2155,1874,1118,7711,4861,1684,1010,1263,4146,2442,8136,8891,3047,916,8129,183,799,2463,2302,296,1045,3563,7302,6019,3681,65,15,3,934,31,185999,14444132,1331,268011,126653,8982246,5193875,NA
2020-12-08,562,12314,23272,3971,53,2012,755,1255,2694,1294,2333,2923,359,1568,7910,5385,NA,5909,2879,3250,2346,1476,11728,2297,505,4114,3218,2283,7985,3686,2192,1797,1732,4242,2141,6019,14290,3127,734,2414,270,753,3627,2632,236,807,5476,9335,8843,1249,100,7,2,562,18,192941,14637073,2617,270628,104823,9087069,5279376,NA
2020-12-09,584,4444,30851,3757,80,2298,787,1748,3053,1205,2574,2536,334,2492,8256,5754,5778,4905,4177,2640,461,1321,8158,2307,781,3619,2532,2327,9592,3744,2506,2672,2746,5482,2179,8213,11170,3387,1023,2290,265,929,5675,2692,345,969,4431,10600,7675,1232,105,13,2,432,35,200163,14837236,3043,273671,139342,9226411,5337154,NA
2020-12-10,620,4928,29677,4649,123,1825,759,1781,2193,1551,3401,2550,314,2089,11101,6518,NA,5937,3219,3858,558,1850,10199,2460,555,4034,3453,2202,11335,6062,3196,2087,2283,4698,1913,6011,12458,2780,1017,2431,244,643,5130,3202,355,681,5120,10178,11066,948,128,13,NA,422,NA,206805,15044041,2787,276458,104454,9330865,5436718,NA
2020-12-11,622,6983,35468,4678,87,1582,978,1834,2783,1582,2183,3141,456,2198,9420,7200,5491,5157,3467,3900,507,1103,8487,3900,771,3858,2887,2770,11699,4729,2776,2191,2327,6636,3208,7289,11746,2561,788,3782,259,782,5475,2616,299,1187,3650,10595,9984,1571,128,27,NA,1533,58,221389,15265430,2806,279264,176554,9507419,5478747,NA
2020-12-12,517,8077,35729,3961,197,1022,774,1793,2641,1419,3692,4181,98,1681,8737,7401,NA,4486,4084,3743,376,811,9760,3983,619,4059,2656,2628,10577,4830,2586,NA,2665,5239,3102,6691,13700,3116,1216,NA,286,1058,4968,3538,355,784,6240,11129,8515,NA,85,11,NA,663,16,210495,15475925,2326,281590,136906,9644325,5549994,NA
2020-12-13,637,5853,30334,2559,87,547,659,1442,2882,1014,2083,2328,411,1114,7216,5898,NA,NA,3174,2694,281,1173,8666,4332,489,2757,2295,1450,8958,4310,1930,3675,1500,6193,3029,11352,6635,2522,806,NA,231,584,4677,2638,259,712,4154,10194,9839,NA,127,16,NA,550,NA,177266,15653191,1410,283000,80114,9724439,5645752,NA
2020-12-14,422,11806,33278,2911,189,1038,NA,1499,2579,1157,1968,1734,392,936,7214,4967,4724,7205,2808,2562,196,483,6476,2099,272,2122,1932,1355,8452,3296,1509,991,1648,4296,2393,10319,8883,2647,915,7231,164,997,3572,2314,393,919,4798,9044,7772,3253,104,31,NA,506,21,190792,15843983,1408,284408,147224,9871663,5687912,NA
2020-12-15,278,4134,32326,2278,56,1802,737,1258,2320,1082,1915,1272,152,1259,7359,4241,NA,4730,2150,2762,328,1517,7041,2224,304,3501,2241,2141,9411,4812,1829,2167,2205,4610,2334,8251,15393,2474,954,1470,301,685,3720,2401,351,670,3966,10353,6985,1166,66,12,NA,320,22,178336,16022319,2824,287232,136190,10007853,5727212,NA
2020-12-16,603,4837,53711,3334,110,1433,604,1800,2366,1530,2928,1525,171,2210,7123,6208,4551,4037,2010,2673,291,1242,3791,3238,677,2402,2846,2306,11541,4186,1796,2030,2343,4151,2352,11410,15476,2854,841,2319,263,787,5450,2405,452,888,5661,9998,8060,972,86,19,NA,124,28,217049,16239368,3331,290563,162882,10170735,5778070,NA
2020-12-17,377,5817,52281,3698,141,1426,839,1688,2281,1314,3203,2750,230,1768,8828,6340,NA,4024,2340,3569,377,1297,9387,2975,507,3643,3515,3039,13148,5835,2580,2994,2261,4590,2112,8945,3258,2828,1341,2321,228,839,4985,2217,434,831,4255,10914,8616,1081,140,15,NA,991,22,215435,16454803,3304,293867,120322,10291057,5869879,NA
2020-12-18,487,7635,41012,3693,128,1340,509,1455,2878,1372,2644,2939,647,2150,7377,5949,5857,4180,2388,3723,494,1345,7782,3556,436,3235,4182,2878,13000,6092,2171,2420,2507,7398,3778,10421,13253,2277,976,2680,274,341,5632,2569,366,696,3896,12697,8552,522,94,10,2,1292,10,226197,16681000,2681,296548,103229,10394286,5990166,NA
2020-12-19,330,5560,43608,2491,156,851,627,1430,2601,1506,2408,2183,58,1548,7562,4732,NA,3896,2528,2784,231,670,7148,4108,409,3675,2955,2693,11682,4236,2429,NA,1700,5406,3025,6347,13805,2636,1172,NA,238,1027,3995,2201,324,649,4191,9919,7970,NA,100,5,NA,1107,11,192923,16873923,2644,299192,151159,10545445,6029286,NA
2020-12-20,178,5366,46474,2292,202,891,551,1063,2087,1116,1994,NA,164,1020,6003,6483,NA,NA,2512,2072,251,967,7713,4970,312,1826,2097,1536,8401,5087,1402,3156,2222,6057,2648,9689,6394,2954,864,NA,259,480,4162,2054,191,933,5175,9957,6873,NA,100,4,NA,515,NA,179717,17053640,1508,300700,76637,10622082,6130858,NA
