city_source,ADM2_source,ADM1_source,country_source,country_code_source,city_destination,ADM2_destination,ADM1_destination,country_destination,country_code_destination,travel_advisor,travel_advisor_type,travel_restriction_date,travel_restriction_date_end,strict_restrictions,notes,tr_source1,accessed_date1,who_by1,tr_source2,accessed_date2,who_by2,,,,,,,,,,,,,,,,,,
,,,Denmark,DK,,,,Aruba,AW,,,2020-03-16,,no non-residents allowed,"Passengers who have been in Austria, Belgium, Bulgaria, Croatia, China (People's Rep.), Chinese Taipei, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Ireland (Rep.), Italy, Iran, Japan, Korea (Rep.), Latvia, Lithuania, Luxembourg, Macao (SAR China), Malta, Netherlands, Norway, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, and United Kingdom in the past 14 days are not allowed to enter Aruba. This does not apply to residents of Aruba. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Estonia,EE,,,,Aruba,AW,,,2020-03-16,,no non-residents allowed,"Passengers who have been in Austria, Belgium, Bulgaria, Croatia, China (People's Rep.), Chinese Taipei, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Ireland (Rep.), Italy, Iran, Japan, Korea (Rep.), Latvia, Lithuania, Luxembourg, Macao (SAR China), Malta, Netherlands, Norway, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, and United Kingdom in the past 14 days are not allowed to enter Aruba. This does not apply to residents of Aruba. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Finland,FI,,,,Aruba,AW,,,2020-03-16,,no non-residents allowed,"Passengers who have been in Austria, Belgium, Bulgaria, Croatia, China (People's Rep.), Chinese Taipei, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Ireland (Rep.), Italy, Iran, Japan, Korea (Rep.), Latvia, Lithuania, Luxembourg, Macao (SAR China), Malta, Netherlands, Norway, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, and United Kingdom in the past 14 days are not allowed to enter Aruba. This does not apply to residents of Aruba. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,France,FR,,,,Aruba,AW,,,2020-03-16,,no non-residents allowed,"Passengers who have been in Austria, Belgium, Bulgaria, Croatia, China (People's Rep.), Chinese Taipei, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Ireland (Rep.), Italy, Iran, Japan, Korea (Rep.), Latvia, Lithuania, Luxembourg, Macao (SAR China), Malta, Netherlands, Norway, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, and United Kingdom in the past 14 days are not allowed to enter Aruba. This does not apply to residents of Aruba. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Germany,DE,,,,Aruba,AW,,,2020-03-16,,no non-residents allowed,"Passengers who have been in Austria, Belgium, Bulgaria, Croatia, China (People's Rep.), Chinese Taipei, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Ireland (Rep.), Italy, Iran, Japan, Korea (Rep.), Latvia, Lithuania, Luxembourg, Macao (SAR China), Malta, Netherlands, Norway, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, and United Kingdom in the past 14 days are not allowed to enter Aruba. This does not apply to residents of Aruba. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Greece,GR,,,,Aruba,AW,,,2020-03-16,,no non-residents allowed,"Passengers who have been in Austria, Belgium, Bulgaria, Croatia, China (People's Rep.), Chinese Taipei, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Ireland (Rep.), Italy, Iran, Japan, Korea (Rep.), Latvia, Lithuania, Luxembourg, Macao (SAR China), Malta, Netherlands, Norway, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, and United Kingdom in the past 14 days are not allowed to enter Aruba. This does not apply to residents of Aruba. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Hong Kong,HK,,,,Aruba,AW,,,2020-03-16,,no non-residents allowed,"Passengers who have been in Austria, Belgium, Bulgaria, Croatia, China (People's Rep.), Chinese Taipei, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Ireland (Rep.), Italy, Iran, Japan, Korea (Rep.), Latvia, Lithuania, Luxembourg, Macao (SAR China), Malta, Netherlands, Norway, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, and United Kingdom in the past 14 days are not allowed to enter Aruba. This does not apply to residents of Aruba. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Hungary,HU,,,,Aruba,AW,,,2020-03-16,,no non-residents allowed,"Passengers who have been in Austria, Belgium, Bulgaria, Croatia, China (People's Rep.), Chinese Taipei, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Ireland (Rep.), Italy, Iran, Japan, Korea (Rep.), Latvia, Lithuania, Luxembourg, Macao (SAR China), Malta, Netherlands, Norway, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, and United Kingdom in the past 14 days are not allowed to enter Aruba. This does not apply to residents of Aruba. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Ireland,IE,,,,Aruba,AW,,,2020-03-16,,no non-residents allowed,"Passengers who have been in Austria, Belgium, Bulgaria, Croatia, China (People's Rep.), Chinese Taipei, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Ireland (Rep.), Italy, Iran, Japan, Korea (Rep.), Latvia, Lithuania, Luxembourg, Macao (SAR China), Malta, Netherlands, Norway, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, and United Kingdom in the past 14 days are not allowed to enter Aruba. This does not apply to residents of Aruba. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Latvia,LV,,,,Aruba,AW,,,2020-03-16,,no non-residents allowed,"Passengers who have been in Austria, Belgium, Bulgaria, Croatia, China (People's Rep.), Chinese Taipei, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Ireland (Rep.), Italy, Iran, Japan, Korea (Rep.), Latvia, Lithuania, Luxembourg, Macao (SAR China), Malta, Netherlands, Norway, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, and United Kingdom in the past 14 days are not allowed to enter Aruba. This does not apply to residents of Aruba. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Lithuania,LT,,,,Aruba,AW,,,2020-03-16,,no non-residents allowed,"Passengers who have been in Austria, Belgium, Bulgaria, Croatia, China (People's Rep.), Chinese Taipei, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Ireland (Rep.), Italy, Iran, Japan, Korea (Rep.), Latvia, Lithuania, Luxembourg, Macao (SAR China), Malta, Netherlands, Norway, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, and United Kingdom in the past 14 days are not allowed to enter Aruba. This does not apply to residents of Aruba. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Luxembourg,LU,,,,Aruba,AW,,,2020-03-16,,no non-residents allowed,"Passengers who have been in Austria, Belgium, Bulgaria, Croatia, China (People's Rep.), Chinese Taipei, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Ireland (Rep.), Italy, Iran, Japan, Korea (Rep.), Latvia, Lithuania, Luxembourg, Macao (SAR China), Malta, Netherlands, Norway, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, and United Kingdom in the past 14 days are not allowed to enter Aruba. This does not apply to residents of Aruba. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Macao,MO,,,,Aruba,AW,,,2020-03-16,,no non-residents allowed,"Passengers who have been in Austria, Belgium, Bulgaria, Croatia, China (People's Rep.), Chinese Taipei, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Ireland (Rep.), Italy, Iran, Japan, Korea (Rep.), Latvia, Lithuania, Luxembourg, Macao (SAR China), Malta, Netherlands, Norway, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, and United Kingdom in the past 14 days are not allowed to enter Aruba. This does not apply to residents of Aruba. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Malta,MT,,,,Aruba,AW,,,2020-03-16,,no non-residents allowed,"Passengers who have been in Austria, Belgium, Bulgaria, Croatia, China (People's Rep.), Chinese Taipei, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Ireland (Rep.), Italy, Iran, Japan, Korea (Rep.), Latvia, Lithuania, Luxembourg, Macao (SAR China), Malta, Netherlands, Norway, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, and United Kingdom in the past 14 days are not allowed to enter Aruba. This does not apply to residents of Aruba. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Netherlands,NL,,,,Aruba,AW,,,2020-03-16,,no non-residents allowed,"Passengers who have been in Austria, Belgium, Bulgaria, Croatia, China (People's Rep.), Chinese Taipei, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Ireland (Rep.), Italy, Iran, Japan, Korea (Rep.), Latvia, Lithuania, Luxembourg, Macao (SAR China), Malta, Netherlands, Norway, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, and United Kingdom in the past 14 days are not allowed to enter Aruba. This does not apply to residents of Aruba. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Norway,NO,,,,Aruba,AW,,,2020-03-16,,no non-residents allowed,"Passengers who have been in Austria, Belgium, Bulgaria, Croatia, China (People's Rep.), Chinese Taipei, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Ireland (Rep.), Italy, Iran, Japan, Korea (Rep.), Latvia, Lithuania, Luxembourg, Macao (SAR China), Malta, Netherlands, Norway, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, and United Kingdom in the past 14 days are not allowed to enter Aruba. This does not apply to residents of Aruba. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Poland,PL,,,,Aruba,AW,,,2020-03-16,,no non-residents allowed,"Passengers who have been in Austria, Belgium, Bulgaria, Croatia, China (People's Rep.), Chinese Taipei, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Ireland (Rep.), Italy, Iran, Japan, Korea (Rep.), Latvia, Lithuania, Luxembourg, Macao (SAR China), Malta, Netherlands, Norway, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, and United Kingdom in the past 14 days are not allowed to enter Aruba. This does not apply to residents of Aruba. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Portugal,PT,,,,Aruba,AW,,,2020-03-16,,no non-residents allowed,"Passengers who have been in Austria, Belgium, Bulgaria, Croatia, China (People's Rep.), Chinese Taipei, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Ireland (Rep.), Italy, Iran, Japan, Korea (Rep.), Latvia, Lithuania, Luxembourg, Macao (SAR China), Malta, Netherlands, Norway, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, and United Kingdom in the past 14 days are not allowed to enter Aruba. This does not apply to residents of Aruba. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Romania,RO,,,,Aruba,AW,,,2020-03-16,,no non-residents allowed,"Passengers who have been in Austria, Belgium, Bulgaria, Croatia, China (People's Rep.), Chinese Taipei, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Ireland (Rep.), Italy, Iran, Japan, Korea (Rep.), Latvia, Lithuania, Luxembourg, Macao (SAR China), Malta, Netherlands, Norway, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, and United Kingdom in the past 14 days are not allowed to enter Aruba. This does not apply to residents of Aruba. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Singapore,SG,,,,Aruba,AW,,,2020-03-16,,no non-residents allowed,"Passengers who have been in Austria, Belgium, Bulgaria, Croatia, China (People's Rep.), Chinese Taipei, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Ireland (Rep.), Italy, Iran, Japan, Korea (Rep.), Latvia, Lithuania, Luxembourg, Macao (SAR China), Malta, Netherlands, Norway, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, and United Kingdom in the past 14 days are not allowed to enter Aruba. This does not apply to residents of Aruba. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Slovakia,SK,,,,Aruba,AW,,,2020-03-16,,no non-residents allowed,"Passengers who have been in Austria, Belgium, Bulgaria, Croatia, China (People's Rep.), Chinese Taipei, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Ireland (Rep.), Italy, Iran, Japan, Korea (Rep.), Latvia, Lithuania, Luxembourg, Macao (SAR China), Malta, Netherlands, Norway, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, and United Kingdom in the past 14 days are not allowed to enter Aruba. This does not apply to residents of Aruba. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Slovenia,SI,,,,Aruba,AW,,,2020-03-16,,no non-residents allowed,"Passengers who have been in Austria, Belgium, Bulgaria, Croatia, China (People's Rep.), Chinese Taipei, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Ireland (Rep.), Italy, Iran, Japan, Korea (Rep.), Latvia, Lithuania, Luxembourg, Macao (SAR China), Malta, Netherlands, Norway, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, and United Kingdom in the past 14 days are not allowed to enter Aruba. This does not apply to residents of Aruba. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Spain,ES,,,,Aruba,AW,,,2020-03-16,,no non-residents allowed,"Passengers who have been in Austria, Belgium, Bulgaria, Croatia, China (People's Rep.), Chinese Taipei, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Ireland (Rep.), Italy, Iran, Japan, Korea (Rep.), Latvia, Lithuania, Luxembourg, Macao (SAR China), Malta, Netherlands, Norway, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, and United Kingdom in the past 14 days are not allowed to enter Aruba. This does not apply to residents of Aruba. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Sweden,SE,,,,Aruba,AW,,,2020-03-16,,no non-residents allowed,"Passengers who have been in Austria, Belgium, Bulgaria, Croatia, China (People's Rep.), Chinese Taipei, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Ireland (Rep.), Italy, Iran, Japan, Korea (Rep.), Latvia, Lithuania, Luxembourg, Macao (SAR China), Malta, Netherlands, Norway, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, and United Kingdom in the past 14 days are not allowed to enter Aruba. This does not apply to residents of Aruba. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Switzerland,CH,,,,Aruba,AW,,,2020-03-16,,no non-residents allowed,"Passengers who have been in Austria, Belgium, Bulgaria, Croatia, China (People's Rep.), Chinese Taipei, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Ireland (Rep.), Italy, Iran, Japan, Korea (Rep.), Latvia, Lithuania, Luxembourg, Macao (SAR China), Malta, Netherlands, Norway, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, and United Kingdom in the past 14 days are not allowed to enter Aruba. This does not apply to residents of Aruba. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,United Kingdom,GB,,,,Aruba,AW,,,2020-03-16,,no non-residents allowed,"Passengers who have been in Austria, Belgium, Bulgaria, Croatia, China (People's Rep.), Chinese Taipei, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Ireland (Rep.), Italy, Iran, Japan, Korea (Rep.), Latvia, Lithuania, Luxembourg, Macao (SAR China), Malta, Netherlands, Norway, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, and United Kingdom in the past 14 days are not allowed to enter Aruba. This does not apply to residents of Aruba. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-16,CAS,,,,,,,,,,,,,,,,,,,,,
,,,ALL,,,,,Aruba,AW,,,2020-03-16,,no non-residents allowed,Passengers are not allowed to enter Aruba. This does not apply to residents of Aruba. They must hold an Aruban driving license or Aruban ID card. This does not apply to airline crew. ,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-17,CAS,,,,,,,,,,,,,,,,,,,,,
,,,China,CN,,,,Australia,AU,Department of Home Affairs,Government,2020-02-01,,no non-residents allowed,"Australia will deny entry to anyone who has left or transited mainland China within the previous 14 days, with the exception of: Australian citizens, permanent residents, New Zealand citizens, resident in Australia, immediate family members of Australian citizens, and permanent residents including spouses, minor dependants and legal guardians, diplomats.",https://www.homeaffairs.gov.au/news-media/current-alerts/novel-coronavirus,2020-02-12,TCO,https://www.homeaffairs.gov.au/news-media/current-alerts/novel-coronavirus,2020-02-24,CAS,,,,,,,,,,,,,,,,,,
,,,Iran,IR,,,,Australia,AU,Department of Foreign Affairs and Trade,Government,2020-02-29,,no non-residents allowed,foreign nationals traveling from Iran will be required to spend 14 days in another country besides Iran before entering Australia,https://www.garda.com/crisis24/news-alerts/318746/australia-entry-restrictions-for-travelers-to-or-from-iran-due-to-covid-19-february-29-update-7,2020-03-13,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Italy,IT,,,,Australia,AU,Prime Minister,Government,2020-03-11,,no non-residents allowed,foreign nationals traveling from or through Italy in the 14 days prior to their scheduled arrival to Australia will be denied entry to the country due to the outbreak of coronavirus (COVID-19),https://www.garda.com/crisis24/news-alerts/321496/australia-government-includes-italy-in-entry-ban-march-11-update-9,2020-03-13,CAS,,,,,,,,,,,,,,,,,,,,,
,,,South Korea,KR,,,,Australia,AU,Prime Minister,Government,2020-03-05,,no non-residents allowed,coronavirus (COVID-19)-related entry travel bans will be extended to individuals arriving from South Korea,https://www.garda.com/crisis24/news-alerts/319976/australia-entry-restrictions-expanded-to-travelers-from-south-korea-march-5-update-8,2020-03-13,CAS,,,,,,,,,,,,,,,,,,,,,
Diamond Princess,,,,,,,,Australia,AU,,,2020-03-05,,no non-residents allowed,Passengers who have been in the cruise ship ‘Diamond Princess’ are not allowed to transit or enter Australia. This does not apply to nationals of Australia.,https://www.godsavethepoints.com/coronavirus-entry-restriction-country-list/,2020-03-13,CAS,,,,,,,,,,,,,,,,,,,,,
,,,ALL,,,,,Australia,AU,,,2020-03-16,,self-isolate on arrival,"All passengers are required to self-isolate for a period of 14 days from their arrival into Australia. If their duration of stay is less than 14 days, they must self-isolate for the entire duration of stay. This does not apply to airline crew with the appropriate personal protective equipment. ",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-17,CAS,,,,,,,,,,,,,,,,,,,,,
,,,China,CN,,,,Austria,AT,,,2020-03-11,,medical certificate required,"Passengers and crew members who have been in Hubei Province of China (People's Rep.), Italy, Iran and Korea (Rep.) in the past 14 days must have a medical certificate dated from a maximum of 4 days before their arrival in Austria. This does not apply to nationals of Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden and Switzerland. This does not apply to passengers with a British passport.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-14,CAS,,,,,,,,,,,,,,,,,,,,,
,,,Iran,IR,,,,Austria,AT,,,2020-03-11,,medical certificate required,"Passengers and crew members who have been in Hubei Province of China (People's Rep.), Italy, Iran and Korea (Rep.) in the past 14 days must have a medical certificate dated from a maximum of 4 days before their arrival in Austria. This does not apply to nationals of Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden and Switzerland. This does not apply to passengers with a British passport.",https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,2020-03-14,CAS,,,,,,,,,,,,,,,,,,,,,
